,Дата,Горизонт,Температура,"прозрачность, м",Chl_a,,
3951,1975-11-25 00:00:00,50,"3,9",,,,
3952,1975-11-25 00:00:00,100,"3,9",,,,
3953,1975-11-25 00:00:00,250,"3,6",,,,
3954,1975-12-11 00:00:00,0,"2,9",,,,
3955,1975-12-11 00:00:00,25,"3,2",,,,
3956,1975-12-11 00:00:00,50,"3,6",,,,
3957,1975-12-11 00:00:00,100,,,,,
3958,1975-12-11 00:00:00,250,,,,,
3959,1975-12-19 00:00:00,0,"1,8",,,,
3960,1975-12-19 00:00:00,25,"2,1",,,,
3961,1975-12-19 00:00:00,50,"2,6",,,,
3962,1975-12-19 00:00:00,100,"3,5",,,,
3963,1975-12-19 00:00:00,250,"3,6",,,,
3964,1975-12-30 00:00:00,0,"0,9",,,,
3965,1975-12-30 00:00:00,25,"1,2",,,,
3966,1975-12-30 00:00:00,50,"1,9",,,,
3967,1975-12-30 00:00:00,100,"2,6",,,,
3968,1975-12-30 00:00:00,250,,,,,
3969,1976-01-06 00:00:00,0,"0,3","22,5",,внесена прозрачность,
3970,1976-01-06 00:00:00,25,1,"22,5",,,
3971,1976-01-06 00:00:00,50,"1,9","22,5",,,
3972,1976-01-06 00:00:00,100,"2,6","22,5",,,
3973,1976-01-06 00:00:00,250,"3,6","22,5",,,
3974,1976-01-19 00:00:00,0,"0,3","16,0",,,
3975,1976-01-19 00:00:00,25,"0,5","16,0",,,
3976,1976-01-19 00:00:00,50,1,"16,0",,,
3977,1976-01-19 00:00:00,100,"2,2","16,0",,,
3978,1976-01-19 00:00:00,250,"3,6","16,0",,,
3979,1976-02-09 00:00:00,0,"0,2","20,0",,,
3980,1976-02-09 00:00:00,25,"0,6","20,0",,,
3981,1976-02-09 00:00:00,50,"0,9","20,0",,,
3982,1976-02-09 00:00:00,100,"2,9","20,0",,,
3983,1976-02-09 00:00:00,250,"3,6","20,0",,,
3984,1976-02-27 00:00:00,0,"0,3","13,0",,,
3985,1976-02-27 00:00:00,25,"0,5","13,0",,,
3986,1976-02-27 00:00:00,50,"1,2","13,0",,,
3987,1976-02-27 00:00:00,100,"2,8","13,0",,,
3988,1976-02-27 00:00:00,250,"3,6","13,0",,,
3989,1976-03-09 00:00:00,0,"0,6","9,0",,,
3990,1976-03-09 00:00:00,25,"0,7","9,0",,,
3991,1976-03-09 00:00:00,50,"1,4","9,0",,,
3992,1976-03-09 00:00:00,100,"3,2","9,0",,,
3993,1976-03-09 00:00:00,250,"3,6","9,0",,,
3994,1976-03-25 00:00:00,0,"0,8","6,0",,,
3995,1976-03-25 00:00:00,10,"0,9","6,0",,,
3996,1976-03-25 00:00:00,25,"0,95","6,0",,,
3997,1976-03-25 00:00:00,50,"1,4","6,0",,,
3998,1976-03-25 00:00:00,100,"3,25","6,0",,,
3999,1976-03-25 00:00:00,250,"3,6","6,0",,,
4000,1976-04-05 00:00:00,0,"0,9","7,5",,,
4001,1976-04-05 00:00:00,10,1,"7,5",,,
4002,1976-04-05 00:00:00,25,"1,2","7,5",,,
4003,1976-04-05 00:00:00,50,"1,5","7,5",,,
4004,1976-04-05 00:00:00,100,"3,2","7,5",,,
4005,1976-04-05 00:00:00,250,"3,6","7,5",,,
4006,1976-04-14 00:00:00,0,"1,2","8,0",,,
4007,1976-04-14 00:00:00,10,"1,2","8,0",,,
4008,1976-04-14 00:00:00,25,"1,35","8,0",,,
4009,1976-04-14 00:00:00,50,"1,75","8,0",,,
4010,1976-04-14 00:00:00,100,"3,3","8,0",,,
4011,1976-04-14 00:00:00,250,"3,6","8,0",,,
4012,1976-05-12 00:00:00,0,"2,05","10,5",,,
4013,1976-05-12 00:00:00,10,2,"10,5",,,
4014,1976-05-12 00:00:00,25,"2,2","10,5",,,
4015,1976-05-12 00:00:00,50,"2,7","10,5",,,
4016,1976-05-12 00:00:00,100,"3,4","10,5",,,
4017,1976-05-12 00:00:00,250,"3,55","10,5",,,
4018,1976-05-20 00:00:00,0,"2,7","10,5",,,
4019,1976-05-20 00:00:00,10,"2,6","10,5",,,
4020,1976-05-20 00:00:00,25,"2,6","10,5",,,
4021,1976-05-20 00:00:00,50,"2,65","10,5",,,
4022,1976-05-20 00:00:00,100,"3,3","10,5",,,
4023,1976-05-20 00:00:00,250,"3,6","10,5",,,
4024,1976-05-27 00:00:00,0,"2,9","17,0",,,
4025,1976-05-27 00:00:00,10,"2,9","17,0",,,
4026,1976-05-27 00:00:00,25,"2,8","17,0",,,
4027,1976-05-27 00:00:00,50,3,"17,0",,,
4028,1976-05-27 00:00:00,100,"3,5","17,0",,,
4029,1976-05-27 00:00:00,250,"3,6","17,0",,,
4030,1976-06-07 00:00:00,0,"3,6","25,0",,,
4031,1976-06-07 00:00:00,10,"3,5","25,0",,,
4032,1976-06-07 00:00:00,25,"3,4","25,0",,,
4033,1976-06-07 00:00:00,50,"3,5","25,0",,,
4034,1976-06-07 00:00:00,100,"3,55","25,0",,,
4035,1976-06-07 00:00:00,250,"3,55","25,0",,,
4036,1976-06-15 00:00:00,0,4,"24,5",,,
4037,1976-06-15 00:00:00,10,"3,8","24,5",,,
4038,1976-06-15 00:00:00,25,"3,8","24,5",,,
4039,1976-06-15 00:00:00,50,"3,7","24,5",,,
4040,1976-06-15 00:00:00,100,"3,6","24,5",,,
4041,1976-06-15 00:00:00,250,"3,6","24,5",,,
4042,1976-06-24 00:00:00,0,"4,5","26,0",,,
4043,1976-06-24 00:00:00,10,4,"26,0",,,
4044,1976-06-24 00:00:00,25,"3,9","26,0",,,
4045,1976-06-24 00:00:00,50,"3,8","26,0",,,
4046,1976-06-24 00:00:00,100,"3,8","26,0",,,
4047,1976-06-24 00:00:00,250,"3,6","26,0",,,
4048,1976-07-12 00:00:00,0,8,"16,5",,,
4049,1976-07-12 00:00:00,10,"6,3","16,5",,,
4050,1976-07-12 00:00:00,25,5,"16,5",,,
4051,1976-07-12 00:00:00,50,"4,3","16,5",,,
4052,1976-07-12 00:00:00,100,"4,15","16,5",,,
4053,1976-07-12 00:00:00,250,"3,6","16,5",,,
4054,1976-07-27 00:00:00,0,"14,5","5,5",,,
4055,1976-07-27 00:00:00,10,"12,9","5,5",,,
4056,1976-07-27 00:00:00,25,"10,8","5,5",,,
4057,1976-07-27 00:00:00,50,5,"5,5",,,
4058,1976-07-27 00:00:00,100,"4,2","5,5",,,
4059,1976-07-27 00:00:00,250,"3,6","5,5",,,
4060,1976-08-05 00:00:00,0,"14,6","6,0",,,
4061,1976-08-05 00:00:00,10,"13,3","6,0",,,
4062,1976-08-05 00:00:00,25,"5,2","6,0",,,
4063,1976-08-05 00:00:00,50,4,"6,0",,,
4064,1976-08-05 00:00:00,100,4,"6,0",,,
4065,1976-08-05 00:00:00,250,"3,7","6,0",,,
4066,1976-08-13 00:00:00,0,15,"8,5",,,
4067,1976-08-13 00:00:00,10,13,"8,5",,,
4068,1976-08-13 00:00:00,25,"10,2","8,5",,,
4069,1976-08-13 00:00:00,50,"4,8","8,5",,,
4070,1976-08-13 00:00:00,100,"4,1","8,5",,,
4071,1976-08-13 00:00:00,250,"3,7","8,5",,,
4072,1976-08-26 00:00:00,0,"11,2","5,0",,,
4073,1976-08-26 00:00:00,10,"9,2","5,0",,,
4074,1976-08-26 00:00:00,25,"7,2","5,0",,,
4075,1976-08-26 00:00:00,50,"5,2","5,0",,,
4076,1976-08-26 00:00:00,100,"4,6","5,0",,,
4077,1976-08-26 00:00:00,250,"3,8","5,0",,,
4078,1976-09-06 00:00:00,0,"8,9","18,0",,,
4079,1976-09-06 00:00:00,10,"5,2","18,0",,,
4080,1976-09-06 00:00:00,25,"4,2","18,0",,,
4081,1976-09-06 00:00:00,50,4,"18,0",,,
4082,1976-09-06 00:00:00,100,"3,9","18,0",,,
4083,1976-09-06 00:00:00,250,"3,9","18,0",,,
4084,1976-09-22 00:00:00,0,"11,7","7,0",,,
4085,1976-09-22 00:00:00,10,11,"7,0",,,
4086,1976-09-22 00:00:00,25,"10,9","7,0",,,
4087,1976-09-22 00:00:00,50,10,"7,0",,,
4088,1976-09-22 00:00:00,100,"5,2","7,0",,,
4089,1976-09-22 00:00:00,250,"3,9","7,0",,,
4090,1976-09-23 00:00:00,0,11,"7,0",,,
4091,1976-09-23 00:00:00,10,"10,9","7,0",,,
4092,1976-09-23 00:00:00,25,"10,8","7,0",,,
4093,1976-09-23 00:00:00,50,"10,2","7,0",,,
4094,1976-09-23 00:00:00,100,"5,1","7,0",,,
4095,1976-09-23 00:00:00,250,"3,9","7,0",,,
4096,1976-10-21 00:00:00,0,"7,6","9,5",,,
4097,1976-10-21 00:00:00,10,"7,6","9,5",,,
4098,1976-10-21 00:00:00,25,"7,7","9,5",,,
4099,1976-10-21 00:00:00,50,"7,7","9,5",,,
4100,1976-10-21 00:00:00,100,"6,7","9,5",,,
4101,1976-10-21 00:00:00,250,"3,8","9,5",,,
4102,1976-11-10 00:00:00,0,"4,6","12,0",,,
4103,1976-11-10 00:00:00,10,"4,8","12,0",,,
4104,1976-11-10 00:00:00,25,"4,8","12,0",,,
4105,1976-11-10 00:00:00,50,"4,8","12,0",,,
4106,1976-11-10 00:00:00,100,4,"12,0",,,
4107,1976-11-10 00:00:00,250,"3,8","12,0",,,
4108,1976-11-23 00:00:00,0,4,"17,0",,,
4109,1976-11-23 00:00:00,10,4,"17,0",,,
4110,1976-11-23 00:00:00,25,4,"17,0",,,
4111,1976-11-23 00:00:00,50,4,"17,0",,,
4112,1976-11-23 00:00:00,100,"4,2","17,0",,,
4113,1976-11-23 00:00:00,250,"3,75","17,0",,,
4114,1976-12-09 00:00:00,0,"3,6","19,0",,,
4115,1976-12-09 00:00:00,10,"3,65","19,0",,,
4116,1976-12-09 00:00:00,25,"3,7","19,0",,,
4117,1976-12-09 00:00:00,50,"3,7","19,0",,,
4118,1976-12-09 00:00:00,100,"3,7","19,0",,,
4119,1976-12-09 00:00:00,250,"3,7","19,0",,,
4120,1976-12-20 00:00:00,0,2,"24,5",,,
4121,1976-12-20 00:00:00,10,2,"24,5",,,
4122,1976-12-20 00:00:00,25,"1,9","24,5",,,
4123,1976-12-20 00:00:00,50,"2,1","24,5",,,
4124,1976-12-20 00:00:00,100,"2,6","24,5",,,
4125,1976-12-20 00:00:00,250,"3,6","24,5",,,
4126,1977-01-05 00:00:00,0,"0,8","25,0",,,
4127,1977-01-05 00:00:00,10,1,"25,0",,,
4128,1977-01-05 00:00:00,25,"1,3","25,0",,,
4129,1977-01-05 00:00:00,50,"1,6","25,0",,,
4130,1977-01-05 00:00:00,100,2,"25,0",,,
4131,1977-01-05 00:00:00,250,"3,6","25,0",,,
4132,1977-01-25 00:00:00,0,"0,4","22,0",,,
4133,1977-01-25 00:00:00,10,"0,4","22,0",,,
4134,1977-01-25 00:00:00,25,"0,5","22,0",,,
4135,1977-01-25 00:00:00,50,"1,2","22,0",,,
4136,1977-01-25 00:00:00,100,"2,1","22,0",,,
4137,1977-01-25 00:00:00,250,"3,6","22,0",,,
4138,1977-02-09 00:00:00,0,"0,2","17,5",,,
4139,1977-02-09 00:00:00,10,"0,3","17,5",,,
4140,1977-02-09 00:00:00,25,"0,4","17,5",,,
4141,1977-02-09 00:00:00,50,"0,6","17,5",,,
4142,1977-02-09 00:00:00,100,"2,8","17,5",,,
4143,1977-02-09 00:00:00,250,"3,5","17,5",,,
4144,1977-02-17 00:00:00,0,"0,3","19,5",,,
4145,1977-02-17 00:00:00,10,"0,5","19,5",,,
4146,1977-02-17 00:00:00,25,"0,5","19,5",,,
4147,1977-02-17 00:00:00,50,"1,2","19,5",,,
4148,1977-02-17 00:00:00,100,"2,6","19,5",,,
4149,1977-02-17 00:00:00,250,"3,6","19,5",,,
4150,1977-03-01 00:00:00,0,"0,3","18,0",,,
4151,1977-03-01 00:00:00,10,"0,5","18,0",,,
4152,1977-03-01 00:00:00,25,"0,5","18,0",,,
4153,1977-03-01 00:00:00,50,"1,2","18,0",,,
4154,1977-03-01 00:00:00,100,"2,6","18,0",,,
4155,1977-03-01 00:00:00,250,"3,6","18,0",,,
4156,1977-03-10 00:00:00,0,"0,4","16,0",,,
4157,1977-03-10 00:00:00,10,"0,6","16,0",,,
4158,1977-03-10 00:00:00,25,"0,6","16,0",,,
4159,1977-03-10 00:00:00,50,"1,2","16,0",,,
4160,1977-03-10 00:00:00,100,"2,8","16,0",,,
4161,1977-03-10 00:00:00,250,"3,6","16,0",,,
4162,1977-03-22 00:00:00,0,"0,2","10,0",,,
4163,1977-03-22 00:00:00,10,"0,6","10,0",,,
4164,1977-03-22 00:00:00,25,"0,8","10,0",,,
4165,1977-03-22 00:00:00,50,"1,25","10,0",,,
4166,1977-03-22 00:00:00,100,"3,1","10,0",,,
4167,1977-03-22 00:00:00,250,"3,6","10,0",,,
4168,1977-04-05 00:00:00,0,"0,2","7,0",,,
4169,1977-04-05 00:00:00,10,"0,9","7,0",,,
4170,1977-04-05 00:00:00,25,"0,9","7,0",,,
4171,1977-04-05 00:00:00,50,"1,4","7,0",,,
4172,1977-04-05 00:00:00,100,"2,8","7,0",,,
4173,1977-04-05 00:00:00,250,"3,55","7,0",,,
4174,1977-04-15 00:00:00,0,"0,3","8,5",,,
4175,1977-04-15 00:00:00,10,1,"8,5",,,
4176,1977-04-15 00:00:00,25,"1,1","8,5",,,
4177,1977-04-15 00:00:00,50,"1,3","8,5",,,
4178,1977-04-15 00:00:00,100,"2,7","8,5",,,
4179,1977-04-15 00:00:00,250,"3,55","8,5",,,
4180,1977-04-26 00:00:00,0,"0,5","8,0",,,
4181,1977-04-26 00:00:00,10,"1,2","8,0",,,
4182,1977-04-26 00:00:00,25,"1,3","8,0",,,
4183,1977-04-26 00:00:00,50,"1,5","8,0",,,
4184,1977-04-26 00:00:00,100,"2,8","8,0",,,
4185,1977-04-26 00:00:00,250,,"8,0",,,
4186,1977-05-24 00:00:00,0,2,"10,0",,,
4187,1977-05-24 00:00:00,10,2,"10,0",,,
4188,1977-05-24 00:00:00,25,"2,2","10,0",,,
4189,1977-05-24 00:00:00,50,"2,2","10,0",,,
4190,1977-05-24 00:00:00,100,"2,5","10,0",,,
4191,1977-05-24 00:00:00,250,"3,5","10,0",,,
4192,1977-06-10 00:00:00,0,4,"23,0",,,
4193,1977-06-10 00:00:00,10,"3,4","23,0",,,
4194,1977-06-10 00:00:00,25,"3,4","23,0",,,
4195,1977-06-10 00:00:00,50,"3,4","23,0",,,
4196,1977-06-10 00:00:00,100,"3,4","23,0",,,
4197,1977-06-10 00:00:00,250,"3,6","23,0",,,
4198,1977-06-24 00:00:00,0,"3,9","26,0",,,
4199,1977-06-24 00:00:00,10,"3,7","26,0",,,
4200,1977-06-24 00:00:00,25,"3,7","26,0",,,
4201,1977-06-24 00:00:00,50,"3,7","26,0",,,
4202,1977-06-24 00:00:00,100,"3,7","26,0",,,
4203,1977-06-24 00:00:00,250,"3,6","26,0",,,
4204,1977-07-04 00:00:00,0,"4,3","27,0",,,
4205,1977-07-04 00:00:00,10,5,"27,0",,,
4206,1977-07-04 00:00:00,25,"4,5","27,0",,,
4207,1977-07-04 00:00:00,50,"4,5","27,0",,,
4208,1977-07-04 00:00:00,100,"3,8","27,0",,,
4209,1977-07-04 00:00:00,250,"3,68","27,0",,,
4210,1977-07-14 00:00:00,0,"7,2","16,5",,,
4211,1977-07-14 00:00:00,10,"5,9","16,5",,,
4212,1977-07-14 00:00:00,25,"4,1","16,5",,,
4213,1977-07-14 00:00:00,50,4,"16,5",,,
4214,1977-07-14 00:00:00,100,"3,9","16,5",,,
4215,1977-07-14 00:00:00,250,"3,6","16,5",,,
4216,1977-07-29 00:00:00,0,"9,3","7,5",,,
4217,1977-07-29 00:00:00,10,"8,4","7,5",,,
4218,1977-07-29 00:00:00,25,"7,5","7,5",,,
4219,1977-07-29 00:00:00,50,"6,3","7,5",,,
4220,1977-07-29 00:00:00,100,"3,9","7,5",,,
4221,1977-07-29 00:00:00,250,"3,7","7,5",,,
4222,1977-08-10 00:00:00,0,"12,2","4,5",,,
4223,1977-08-10 00:00:00,10,"9,3","4,5",,,
4224,1977-08-10 00:00:00,25,"6,9","4,5",,,
4225,1977-08-10 00:00:00,50,"4,5","4,5",,,
4226,1977-08-10 00:00:00,100,"3,9","4,5",,,
4227,1977-08-10 00:00:00,250,"3,7","4,5",,,
4228,1977-08-23 00:00:00,0,"12,9","6,5",,,
4229,1977-08-23 00:00:00,10,"12,3","6,5",,,
4230,1977-08-23 00:00:00,25,"11,2","6,5",,,
4231,1977-08-23 00:00:00,50,"4,2","6,5",,,
4232,1977-08-23 00:00:00,100,"3,9","6,5",,,
4233,1977-08-23 00:00:00,250,"3,7","6,5",,,
4234,1977-08-31 00:00:00,0,"13,6","7,0",,,
4235,1977-08-31 00:00:00,10,"12,2","7,0",,,
4236,1977-08-31 00:00:00,25,"4,6","7,0",,,
4237,1977-08-31 00:00:00,50,4,"7,0",,,
4238,1977-08-31 00:00:00,100,"3,8","7,0",,,
4239,1977-08-31 00:00:00,250,"3,7","7,0",,,
4240,1977-09-24 00:00:00,0,"9,5",,,,
4241,1977-09-24 00:00:00,10,"9,5",,,,
4242,1977-09-24 00:00:00,25,9,,,,
4243,1977-09-24 00:00:00,50,"6,1",,,,
4244,1977-09-24 00:00:00,100,"4,2",,,,
4245,1977-09-24 00:00:00,250,"3,7",,,,
4246,1977-09-26 00:00:00,0,10,"9,0",,внесена прозрачность,
4247,1977-09-26 00:00:00,10,"9,7","9,0",,,
4248,1977-09-26 00:00:00,25,"9,7","9,0",,,
4249,1977-09-26 00:00:00,50,"8,2","9,0",,,
4250,1977-09-26 00:00:00,100,"4,6","9,0",,,
4251,1977-09-26 00:00:00,250,"3,7","9,0",,,
4252,1977-10-13 00:00:00,0,"7,4","9,0",,,
4253,1977-10-13 00:00:00,10,"7,2","9,0",,,
4254,1977-10-13 00:00:00,25,"7,3","9,0",,,
4255,1977-10-13 00:00:00,50,"7,3","9,0",,,
4256,1977-10-13 00:00:00,100,"4,2","9,0",,,
4257,1977-10-13 00:00:00,250,"3,75","9,0",,,
4258,1977-10-29 00:00:00,0,"6,7",,,,
4259,1977-10-29 00:00:00,10,"6,8",,,,
4260,1977-10-29 00:00:00,25,"6,8",,,,
4261,1977-10-29 00:00:00,50,"6,8",,,,
4262,1977-10-29 00:00:00,100,"6,2",,,,
4263,1977-10-29 00:00:00,250,"3,7",,,,
4264,1977-11-04 00:00:00,0,6,"11,5",,внесена прозрачность,
4265,1977-11-04 00:00:00,10,"6,2","11,5",,,
4266,1977-11-04 00:00:00,25,"6,4","11,5",,,
4267,1977-11-04 00:00:00,50,"6,2","11,5",,,
4268,1977-11-04 00:00:00,100,"5,9","11,5",,,
4269,1977-11-04 00:00:00,250,"3,7","11,5",,,
4270,1977-11-15 00:00:00,0,"4,92",,,,
4271,1977-11-15 00:00:00,10,"4,9",,,,
4272,1977-11-15 00:00:00,25,"4,85",,,,
4273,1977-11-15 00:00:00,50,"4,6",,,,
4274,1977-11-15 00:00:00,100,"4,5",,,,
4275,1977-11-15 00:00:00,250,"3,7",,,,
4276,1977-11-22 00:00:00,0,"5,1",,,,
4277,1977-11-22 00:00:00,10,"4,8",,,,
4278,1977-11-22 00:00:00,25,"3,8",,,,
4279,1977-11-22 00:00:00,50,"4,6",,,,
4280,1977-11-22 00:00:00,100,"4,8",,,,
4281,1977-11-22 00:00:00,250,,,,,
4282,1978-01-05 00:00:00,0,"2,6",,,,
4283,1978-01-05 00:00:00,10,"2,92",,,,
4284,1978-01-05 00:00:00,25,3,,,,
4285,1978-01-05 00:00:00,50,"2,98",,,,
4286,1978-01-05 00:00:00,100,3,,,,
4287,1978-01-05 00:00:00,250,"3,31",,,,
4288,1978-02-14 00:00:00,0,"0,3",,,,
4289,1978-02-14 00:00:00,10,"0,45",,,,
4290,1978-02-14 00:00:00,25,"0,8",,,,
4291,1978-02-14 00:00:00,50,"1,3",,,,
4292,1978-02-14 00:00:00,100,"2,6",,,,
4293,1978-02-14 00:00:00,250,"3,5",,,,
4294,1978-02-24 00:00:00,0,"0,6",,,,
4295,1978-02-24 00:00:00,10,"0,4",,,,
4296,1978-02-24 00:00:00,25,"0,8",,,,
4297,1978-02-24 00:00:00,50,"1,5",,,,
4298,1978-02-24 00:00:00,100,"2,7",,,,
4299,1978-02-24 00:00:00,250,"3,6",,,,
4300,1978-03-06 00:00:00,0,"0,4",,,,
4301,1978-03-06 00:00:00,10,"0,5",,,,
4302,1978-03-06 00:00:00,25,"0,6",,,,
4303,1978-03-06 00:00:00,50,"1,4",,,,
4304,1978-03-06 00:00:00,100,"3,2",,,,
4305,1978-03-06 00:00:00,250,"3,55",,,,
4306,1978-03-17 00:00:00,0,"0,6",,,,
4307,1978-03-17 00:00:00,10,"0,5",,,,
4308,1978-03-17 00:00:00,25,"0,9",,,,
4309,1978-03-17 00:00:00,50,"1,7",,,,
4310,1978-03-17 00:00:00,100,"2,8",,,,
4311,1978-03-17 00:00:00,250,"3,55",,,,
4312,1978-03-28 00:00:00,0,"0,6",,,,
4313,1978-03-28 00:00:00,10,"0,9",,,,
4314,1978-03-28 00:00:00,25,1,,,,
4315,1978-03-28 00:00:00,50,"1,6",,,,
4316,1978-03-28 00:00:00,100,3,,,,
4317,1978-03-28 00:00:00,250,"3,6",,,,
4318,1978-04-06 00:00:00,0,"0,9",,,,
4319,1978-04-06 00:00:00,10,"1,12",,,,
4320,1978-04-06 00:00:00,25,"1,3",,,,
4321,1978-04-06 00:00:00,50,"1,65",,,,
4322,1978-04-06 00:00:00,100,"3,3",,,,
4323,1978-04-06 00:00:00,250,"3,6",,,,
4324,1978-04-14 00:00:00,0,"1,2",,,,
4325,1978-04-14 00:00:00,10,"1,25",,,,
4326,1978-04-14 00:00:00,25,"1,25",,,,
4327,1978-04-14 00:00:00,50,"1,7",,,,
4328,1978-04-14 00:00:00,100,"3,2",,,,
4329,1978-04-14 00:00:00,250,"3,6",,,,
4330,1978-05-12 00:00:00,0,"2,2",,,,
4331,1978-05-12 00:00:00,10,"2,2",,,,
4332,1978-05-12 00:00:00,25,"2,3",,,,
4333,1978-05-12 00:00:00,50,3,,,,
4334,1978-05-12 00:00:00,100,"2,9",,,,
4335,1978-05-12 00:00:00,250,"3,55",,,,
4336,1978-05-23 00:00:00,0,"3,05",,,,
4337,1978-05-23 00:00:00,10,"2,95",,,,
4338,1978-05-23 00:00:00,25,"2,9",,,,
4339,1978-05-23 00:00:00,50,"2,9",,,,
4340,1978-05-23 00:00:00,100,"2,9",,,,
4341,1978-05-23 00:00:00,250,"3,45",,,,
4342,1978-05-30 00:00:00,0,"3,45",,,,
4343,1978-05-30 00:00:00,10,"3,35",,,,
4344,1978-05-30 00:00:00,25,"3,3",,,,
4345,1978-05-30 00:00:00,50,"3,3",,,,
4346,1978-05-30 00:00:00,100,"3,4",,,,
4347,1978-05-30 00:00:00,250,"3,45",,,,
4348,1978-06-14 00:00:00,0,"4,1",,,,
4349,1978-06-14 00:00:00,10,"3,85",,,,
4350,1978-06-14 00:00:00,25,"3,85",,,,
4351,1978-06-14 00:00:00,50,"3,8",,,,
4352,1978-06-14 00:00:00,100,"3,8",,,,
4353,1978-06-14 00:00:00,250,"3,65",,,,
4354,1978-06-23 00:00:00,0,"4,6",,,,
4355,1978-06-23 00:00:00,10,"4,1",,,,
4356,1978-06-23 00:00:00,25,"3,9",,,,
4357,1978-06-23 00:00:00,50,"3,9",,,,
4358,1978-06-23 00:00:00,100,"3,9",,,,
4359,1978-06-23 00:00:00,250,"3,6",,,,
4360,1978-07-04 00:00:00,0,"4,2",,,,
4361,1978-07-04 00:00:00,10,4,,,,
4362,1978-07-04 00:00:00,25,4,,,,
4363,1978-07-04 00:00:00,50,"3,95",,,,
4364,1978-07-04 00:00:00,100,"3,7",,,,
4365,1978-07-04 00:00:00,250,"3,6",,,,
4366,1978-07-17 00:00:00,0,"8,3",,,,
4367,1978-07-17 00:00:00,10,"7,1",,,,
4368,1978-07-17 00:00:00,25,"6,6",,,,
4369,1978-07-17 00:00:00,50,"5,9",,,,
4370,1978-07-17 00:00:00,100,"4,4",,,,
4371,1978-07-17 00:00:00,250,"3,6",,,,
4372,1978-07-31 00:00:00,0,16,,,,
4373,1978-07-31 00:00:00,10,15,,,,
4374,1978-07-31 00:00:00,25,"11,6",,,,
4375,1978-07-31 00:00:00,50,"5,2",,,,
4376,1978-07-31 00:00:00,100,"4,4",,,,
4377,1978-07-31 00:00:00,250,"3,6",,,,
4378,1978-08-07 00:00:00,0,12,,,,
4379,1978-08-07 00:00:00,10,"10,2",,,,
4380,1978-08-07 00:00:00,25,"7,5",,,,
4381,1978-08-07 00:00:00,50,"4,7",,,,
4382,1978-08-07 00:00:00,100,"4,6",,,,
4383,1978-08-07 00:00:00,250,"3,6",,,,
4384,1978-08-22 00:00:00,0,"11,5",,,,
4385,1978-08-22 00:00:00,10,"10,8",,,,
4386,1978-08-22 00:00:00,25,"9,9",,,,
4387,1978-08-22 00:00:00,50,"5,5",,,,
4388,1978-08-22 00:00:00,100,"3,9",,,,
4389,1978-08-22 00:00:00,250,"3,6",,,,
4390,1978-09-02 00:00:00,0,"13,5",,,,
4391,1978-09-02 00:00:00,10,"12,5",,,,
4392,1978-09-02 00:00:00,25,"10,3",,,,
4393,1978-09-02 00:00:00,50,"8,5",,,,
4394,1978-09-02 00:00:00,100,"6,2",,,,
4395,1978-09-02 00:00:00,250,"3,6",,,,
4396,1978-09-12 00:00:00,0,"12,8",,,,
4397,1978-09-12 00:00:00,10,"11,8",,,,
4398,1978-09-12 00:00:00,25,"11,7",,,,
4399,1978-09-12 00:00:00,50,"9,5",,,,
4400,1978-09-12 00:00:00,100,8,,,,
4401,1978-09-12 00:00:00,250,"3,2",,,,
4402,1978-09-21 00:00:00,0,"12,2",,,,
4403,1978-09-21 00:00:00,10,12,,,,
4404,1978-09-21 00:00:00,25,"11,1",,,,
4405,1978-09-21 00:00:00,50,9,,,,
4406,1978-09-21 00:00:00,100,"7,1",,,,
4407,1978-09-21 00:00:00,250,"3,7",,,,
4408,1978-10-03 00:00:00,0,"10,2",,,,
4409,1978-10-03 00:00:00,10,"9,8",,,,
4410,1978-10-03 00:00:00,25,"9,1",,,,
4411,1978-10-03 00:00:00,50,,,,,
4412,1978-10-03 00:00:00,100,7,,,,
4413,1978-10-03 00:00:00,250,"3,7",,,,
4414,1978-11-09 00:00:00,0,"6,05",,,,
4415,1978-11-09 00:00:00,10,6,,,,
4416,1978-11-09 00:00:00,25,"5,95",,,,
4417,1978-11-09 00:00:00,50,"5,9",,,,
4418,1978-11-09 00:00:00,100,"5,3",,,,
4419,1978-11-09 00:00:00,250,"3,7",,,,
4420,1978-11-20 00:00:00,0,"5,3",,,,
4421,1978-11-20 00:00:00,10,"5,3",,,,
4422,1978-11-20 00:00:00,25,"5,4",,,,
4423,1978-11-20 00:00:00,50,"5,3",,,,
4424,1978-11-20 00:00:00,100,"5,3",,,,
4425,1978-11-20 00:00:00,250,"3,65",,,,
4426,1978-12-01 00:00:00,0,"4,1",,,,
4427,1978-12-01 00:00:00,10,"4,15",,,,
4428,1978-12-01 00:00:00,25,"4,15",,,,
4429,1978-12-01 00:00:00,50,"4,2",,,,
4430,1978-12-01 00:00:00,100,"3,9",,,,
4431,1978-12-01 00:00:00,250,"3,6",,,,
4432,1978-12-12 00:00:00,0,"3,75",,,,
4433,1978-12-12 00:00:00,10,"3,77",,,,
4434,1978-12-12 00:00:00,25,"3,8",,,,
4435,1978-12-12 00:00:00,50,"3,85",,,,
4436,1978-12-12 00:00:00,100,"3,9",,,,
4437,1978-12-12 00:00:00,250,"3,6",,,,
4438,1978-12-26 00:00:00,0,"2,1",,,,
4439,1978-12-26 00:00:00,10,"2,15",,,,
